text,labels
refrigerator A201BTAN quickly Single cools a NR is 2 Cool Door Direct that The L 197 Panasonic Star,O I-mo O O O O B-mo O O O O O O O O O B-br O
"The Lloyd Frost Free Side by Side Refrigerator  GLSF590DGLT1LB  provides easy access to all your food and drinks, keeping them fresh with its built-in frost-free design",O B-br O O O O O O B-mo O O O O O O O O O O O O O O O O O
"Free access keeping easy provides by all with Lloyd its The and design your Side them drinks, food to Refrigerator GLSF590DGLT1LB built-in fresh Frost Side frost-free",O O O O O O O O B-br O O O O O O O O O O O B-mo O O O O O
"frost-free them Refrigerator fresh easy its Free by Lloyd keeping and food provides drinks, access Side design The built-in GLSF590DGLT1LB all Side your with Frost to",O O O O O O O O B-br O O O O O O O O O O B-mo O O O O O O
"frost-free them Refrigerator easy its Free by Lloyd keeping and food provides drinks, access Side design The built-in GLSF590DGLT1LB all Side your with Frost to",O O O O O O O B-br O O O O O O O O O O B-mo O O O O O O
Godrej 251 L Direct Cool Single Door 3 Star Refrigerator  RD EDGESX 266C 33 TAI GL WN,B-br O O O O O O O O O B-mo I-mo I-mo I-mo I-mo I-mo I-mo
33 Single Refrigerator GL Door WN Star Godrej 251 266C EDGESX Cool L 3 Direct TAI RD,I-mo O O I-mo O I-mo O B-br O I-mo I-mo O O O O I-mo B-mo
Direct 33 RD 3 EDGESX GL Star Godrej TAI Cool Single WN 266C Refrigerator Door L 251,O I-mo B-mo O I-mo I-mo O B-br I-mo O O I-mo I-mo O O O O
Direct 33 RD 3 EDGESX GL Star Godrej TAI Cool WN 266C Refrigerator Door L 251,O I-mo B-mo O I-mo I-mo O B-br I-mo O I-mo I-mo O O O O
br  The given text is converted into a meaningful sentence and it can be used as an answer,O O O O O O O O O O O O O O O O O O
can an be is used br text given sentence as a it into answer meaningful The converted and,O O O O O O O O O O O O O O O O O O
br as answer is given be and an it can text meaningful used sentence into converted a The,O O O O O O O O O O O O O O O O O O
br as answer is given be and an can text meaningful used sentence into converted a The,O O O O O O O O O O O O O O O O O
Kelvinator 170L Direct Cool Single Door 3 Star refrigerator,B-br O O O O O O O O
Door 170L Kelvinator refrigerator 3 Direct Cool Star Single,O O B-br O O O O O O
refrigerator 170L Door 3 Single Cool Kelvinator Direct Star,O O O O O O B-br O O
refrigerator 170L Door 3 Single Cool Direct Star,O O O O O O O O
Godrej 430 L Frost Free Double Door Bottom Mount 3 Star Refrigerator  RB NXW AURA 445MDI 3.4  is a refrigerator,B-br O O O O O O O O O O O B-mo I-mo I-mo I-mo I-mo O O O
AURA Star Bottom Refrigerator 445MDI Double a RB 430 3 Door Mount Godrej L NXW is refrigerator 3.4 Frost Free,I-mo O O O I-mo O O B-mo O O O O B-br O I-mo O O I-mo O O
Godrej L RB NXW 430 3.4 Double Door a 3 Bottom Frost Mount Refrigerator Star 445MDI AURA is refrigerator Free,B-br O B-mo I-mo O I-mo O O O O O O O O O I-mo I-mo O O O
Godrej L RB NXW 430 3.4 Double Door a 3 Bottom Frost Mount Refrigerator Star 445MDI AURA is refrigerator,B-br O B-mo I-mo O I-mo O O O O O O O O O I-mo I-mo O O
Kelvinator 190 L Direct Cool Single Door 2 Star Refrigerator  KRD A210 MRP,B-br O O O O O O O O O B-mo I-mo I-mo
190 Kelvinator Direct Door Cool L KRD 2 MRP A210 Refrigerator Single Star,O B-br O O O O B-mo O I-mo I-mo O O O
190 2 Single Kelvinator A210 Refrigerator L MRP Door Cool Star KRD Direct,O O O B-br I-mo O O I-mo O O O B-mo O
190 2 Single Kelvinator A210 Refrigerator L Door Cool Star KRD Direct,O O O B-br I-mo O O O O O B-mo O
noinput,O
noinput,O
noinput,O
,
Videocon 215 L Direct Cool Single Door 5 Star Refrigerator  VZ225PTGS  is the right choice for your house.  User,B-br O O O O O O O O O B-mo O O O O O O O O
Single 215 the Cool your Videocon is Refrigerator L choice User Direct for house. 5 VZ225PTGS Door right Star,O O O O O B-br O O O O O O O O O B-mo O O O
5 Door Direct your Videocon choice Cool VZ225PTGS L is house. User Star Refrigerator 215 Single for right the,O O O O B-br O O B-mo O O O O O O O O O O O
5 Door Direct your Videocon choice Cool VZ225PTGS L is house. User Star Refrigerator 215 Single right the,O O O O B-br O O B-mo O O O O O O O O O O
Lifelong 4 L Thermoelectric Cooling Single Door Refrigerator  LLPR04R  offers a lifetime of reliability with its durable build and energy-saving technology,B-br O O O O O O O B-mo O O O O O O O O O O O O
of Cooling a offers durable L reliability Single and Refrigerator build technology lifetime energy-saving LLPR04R with Lifelong Door 4 Thermoelectric its,O O O O O O O O O O O O O O B-mo O B-br O O O O
with Refrigerator durable Lifelong energy-saving LLPR04R offers build reliability L Single and lifetime Cooling 4 a Thermoelectric of Door its technology,O O O B-br O B-mo O O O O O O O O O O O O O O O
with Refrigerator durable Lifelong energy-saving LLPR04R offers build reliability L Single and Cooling 4 a Thermoelectric of Door its technology,O O O B-br O B-mo O O O O O O O O O O O O O O
Koryo 190 L Direct Cool Single Door 3 Star Refrigerator is a specific type of refrigerator manufactured by the brand Koryo,B-br O O O O O O O O O O O O O O O O O O O B-br
type Cool Door a of specific Refrigerator manufactured Star is Direct brand 3 by Koryo Single refrigerator Koryo 190 L the,O O O O O O O O O O O O O O B-br O O B-br O O O
Door Star specific brand L by is Single 3 manufactured of Koryo type the Refrigerator Koryo 190 refrigerator a Cool Direct,O O O O O O O O O O O B-br O O O B-br O O O O O
Door Star specific brand L by is 3 manufactured of Koryo type the Refrigerator Koryo 190 refrigerator a Cool Direct,O O O O O O O O O O B-br O O O B-br O O O O O
3-star MarQ refrigerator from Flipkart,O B-br I-br I-br O
Flipkart 3-star refrigerator MarQ from,O O I-br B-br I-br
Flipkart refrigerator 3-star MarQ from,O I-br O B-br I-br
Flipkart refrigerator 3-star from,O I-br O I-br
Onida 190 L Direct Cool Single Door 3 Star Refrigerator  RDS2053B  is one of the brands of refrigerators with a cool single door,B-br O O O O O O O O O B-mo O O O O O O O O O O O O
single 3 is L one 190 of brands the Star with door cool Door a Direct RDS2053B Cool Refrigerator of Single Onida refrigerators,O O O O O O O O O O O O O O O O B-mo O O O O B-br O
190 cool with of brands single door is refrigerators Single the 3 Door Cool a one Direct of Onida L Star Refrigerator RDS2053B,O O O O O O O O O O O O O O O O O O B-br O O O B-mo
190 cool with of brands single door is refrigerators Single the 3 Door Cool a one Direct of Onida L Refrigerator RDS2053B,O O O O O O O O O O O O O O O O O O B-br O O B-mo
Hitachi 404 L Frost Free Triple Door 5 Star Refrigerator  RSG38FPND,B-br O O O O O O O O O B-mo
Star Hitachi Frost Door L Free RSG38FPND 5 Refrigerator 404 Triple,O B-br O O O O B-mo O O O O
404 Frost Door Triple Star Hitachi Refrigerator RSG38FPND 5 Free L,O O O O O B-br O B-mo O O O
404 Frost Door Triple Star Hitachi Refrigerator RSG38FPND Free L,O O O O O B-br O B-mo O O
Panasonic 2 Star Double Door Refrigerator  NR TH292BUHN,B-br O O O O O B-mo I-mo
TH292BUHN Panasonic Double NR Refrigerator 2 Star Door,I-mo B-br O B-mo O O O O
Refrigerator Star NR 2 Double Door TH292BUHN Panasonic,O O B-mo O O O I-mo B-br
Star NR 2 Double Door TH292BUHN Panasonic,O B-mo O O O I-mo B-br
215 L Direct Cool Single Door 5 Star Refrigerator by MarQ,O O O O O O O O O O B-br
215 MarQ 5 Star Single Direct L Refrigerator by Door Cool,O B-br O O O O O O O O O
MarQ Star 5 215 Refrigerator Cool Direct Single Door by L,B-br O O O O O O O O O O
MarQ Star 5 215 Refrigerator Cool Direct Door by L,B-br O O O O O O O O O
The text is for a refrigerator by Mitashi brand.  Explanation - In this refrigerator model number MiRFSBS1S510v20 is for side by side refrigerator and  v20  stands for version 20,O O O O O O O B-br O O O O O O O O B-mo O O O O O O O O O O O O
stands model side side The by refrigerator is Mitashi brand. v20 is for for a number and this text In for refrigerator - 20 version by MiRFSBS1S510v20 Explanation refrigerator,O O O O O O O O B-br O O O O O O O O O O O O O O O O O B-mo O O
20 for and for stands by side text In v20 is number The side this brand. Explanation is version MiRFSBS1S510v20 a refrigerator refrigerator Mitashi model - by refrigerator for,O O O O O O O O O O O O O O O O O O O B-mo O O O B-br O O O O O
20 for and for stands by side text In is number The side this brand. Explanation is version MiRFSBS1S510v20 a refrigerator refrigerator Mitashi model - by refrigerator for,O O O O O O O O O O O O O O O O O O B-mo O O O B-br O O O O O
Hitachi 415 L Frost Free Double Door 3 Star Refrigerator  RV440PND3K  is the refrigerator brand model number,B-br O O O O O O O O O B-mo O O O O O O
Hitachi is Free number L RV440PND3K the Refrigerator Frost refrigerator 3 Star Door 415 model brand Double,B-br O O O O B-mo O O O O O O O O O O O
the Double Door L Refrigerator Frost RV440PND3K is 3 brand Hitachi model Free Star refrigerator 415 number,O O O O O O B-mo O O O B-br O O O O O O
the Double L Refrigerator Frost RV440PND3K is 3 brand Hitachi model Free Star refrigerator 415 number,O O O O O B-mo O O O B-br O O O O O O
LG Direct Cool Single Door 3 Star Refrigerator  GL B281BBCX,B-br O O O O O O O B-mo I-mo
Direct Single Star Cool Refrigerator 3 LG GL B281BBCX Door,O O O O O O B-br B-mo I-mo O
Direct 3 GL Star Door Cool B281BBCX Single Refrigerator LG,O O B-mo O O O I-mo O O B-br
Direct 3 GL Star Door Cool Single Refrigerator LG,O O B-mo O O O O O B-br
Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  WDE 205 CLS PLUS 2S  is a brand and model of a refrigerator,B-br O O O O O O O O O B-mo I-mo I-mo I-mo I-mo O O O O O O O O
is 2S Single Door 205 model of CLS WDE a Direct Cool refrigerator Star Refrigerator a PLUS brand Whirlpool 2 L and 190,O I-mo O O I-mo O O I-mo B-mo O O O O O O O I-mo O B-br O O O O
Single L a 2S CLS WDE Whirlpool and PLUS Star 190 Cool brand refrigerator of a model 2 Direct Door 205 is Refrigerator,O O O I-mo I-mo B-mo B-br O I-mo O O O O O O O O O O O I-mo O O
Single L a 2S CLS WDE Whirlpool and PLUS Star 190 Cool refrigerator of a model 2 Direct Door 205 is Refrigerator,O O O I-mo I-mo B-mo B-br O I-mo O O O O O O O O O O I-mo O O
code Croma CRAR2601 is a 3 star side-by-side refrigerator that is frost-free. /code,O B-br B-mo O O O O O O O O O O
is is 3 side-by-side /code that code CRAR2601 refrigerator a Croma star frost-free.,O O O O O O O B-mo O O B-br O O
code a star CRAR2601 that Croma refrigerator is is /code side-by-side frost-free. 3,O O O B-mo O B-br O O O O O O O
code a star CRAR2601 that Croma refrigerator is is /code side-by-side 3,O O O B-mo O B-br O O O O O O
Lloyd 200 L Direct Cool Single Door 3 Star Refrigerator GLDF213SBBT2PB,B-br O O O O O O O O O B-mo
Star Refrigerator Lloyd GLDF213SBBT2PB Single L 200 Direct Door 3 Cool,O O B-br B-mo O O O O O O O
Refrigerator Door Lloyd L 3 GLDF213SBBT2PB Cool Direct 200 Single Star,O O B-br O O B-mo O O O O O
Refrigerator Lloyd L 3 GLDF213SBBT2PB Cool Direct 200 Single Star,O B-br O O B-mo O O O O O
Panasonic 450 L Frost Free Double Door 3 Star Refrigerator  NRBX468VVX3,B-br O O O O O O O O O B-mo
Panasonic 3 L NRBX468VVX3 Frost Refrigerator Door Star 450 Double Free,B-br O O B-mo O O O O O O O
450 Frost L NRBX468VVX3 3 Panasonic Free Double Star Refrigerator Door,O O O B-mo O B-br O O O O O
450 Frost L 3 Panasonic Free Double Star Refrigerator Door,O O O O B-br O O O O O
Kelvinator 245 L Direct Cool Single Door 5 Star Refrigerator. User,B-br O O O O O O O O O O
245 5 Single Direct Cool User Door Star Refrigerator. Kelvinator L,O O O O O O O O O B-br O
Single Kelvinator Direct 5 Star User Door 245 Cool Refrigerator. L,O B-br O O O O O O O O O
Single Kelvinator Direct 5 Star User Door 245 Refrigerator. L,O B-br O O O O O O O O
Voltas 405 L Direct Cool Single Door Refrigerator  CHEST FREEZER  is perfect for your kitchen and living room,B-br O O O O O O O B-mo I-mo O O O O O O O O
your 405 Single Door Refrigerator perfect for CHEST FREEZER Direct Voltas and is Cool living room kitchen L,O O O O O O O B-mo I-mo O B-br O O O O O O O
Door and your living Refrigerator Direct FREEZER room for perfect L 405 kitchen CHEST is Cool Voltas Single,O O O O O O I-mo O O O O O O B-mo O O B-br O
Door and your living Refrigerator Direct FREEZER room for perfect L 405 kitchen CHEST Cool Voltas Single,O O O O O O I-mo O O O O O O B-mo O B-br O
MarQ by Flipkart 472 L Frost Free Side by Side 2 Star Refrigerator  472GFDMQS,B-br I-br I-br O O O O O O O O O O B-mo
Side 472 by 2 by Star 472GFDMQS L Free Frost Refrigerator MarQ Flipkart Side,O O O O I-br O B-mo O O O O B-br I-br O
by MarQ Side Frost 472GFDMQS Side by Flipkart Free 472 L Star Refrigerator 2,O B-br O O B-mo O I-br I-br O O O O O O
by MarQ Side Frost 472GFDMQS Side Flipkart Free 472 L Star Refrigerator 2,O B-br O O B-mo O I-br O O O O O O
The LG 190 L Direct Cool Single Door 3 Star Refrigerator  GL B201APZD  is a good option for those looking to cool a small amount of food with a compact design.  User,O B-br O O O O O O O O O B-mo I-mo O O O O O O O O O O O O O O O O O O O
a Single with to food Star LG User a is compact Cool looking 3 Refrigerator small amount option GL Door B201APZD L for cool Direct 190 The design. a of those good,O O O O O O B-br O O O O O O O O O O O B-mo O I-mo O O O O O O O O O O O
Single with The food to for a looking GL cool of L 3 those 190 option User Door compact a LG good Star amount is a Cool Direct design. Refrigerator B201APZD small,O O O O O O O O B-mo O O O O O O O O O O O B-br O O O O O O O O O I-mo O
Single with The food to for a looking GL cool of L 3 those 190 option User Door compact a LG good Star amount is a Direct design. Refrigerator B201APZD small,O O O O O O O O B-mo O O O O O O O O O O O B-br O O O O O O O O I-mo O
span style= color:white;font-family:sans-serif;font-size:12px;  Electrolux 170 L Direct Cool Single Door 3 Star Refrigerator  REF EB183EBRHDA  /span,O O O B-br O O O O O O O O O B-mo I-mo O
Single EB183EBRHDA Door span 170 Direct color:white;font-family:sans-serif;font-size:12px; Electrolux 3 L Cool Star /span REF style= Refrigerator,O I-mo O O O O O B-br O O O O O B-mo O O
3 style= span color:white;font-family:sans-serif;font-size:12px; Door 170 Star /span REF EB183EBRHDA Single Refrigerator Cool Direct L Electrolux,O O O O O O O O B-mo I-mo O O O O O B-br
3 style= span color:white;font-family:sans-serif;font-size:12px; Door 170 Star /span EB183EBRHDA Single Refrigerator Cool Direct L Electrolux,O O O O O O O O I-mo O O O O O B-br
Siemens KG57NAI50I Frost Free Double Door 4 Star Refrigerator,B-br B-mo O O O O O O O
Double Refrigerator 4 Free Siemens KG57NAI50I Door Frost Star,O O O O B-br B-mo O O O
4 Frost KG57NAI50I Star Siemens Door Free Double Refrigerator,O O B-mo O B-br O O O O
4 KG57NAI50I Star Siemens Door Free Double Refrigerator,O B-mo O B-br O O O O
Electrolux is a popular brand known for their Direct Cool Single Door 1 Star Refrigerator model EJ163PT,B-br O O O O O O O O O O O O O O O B-mo
Refrigerator Star for Door known is their 1 Cool model EJ163PT Electrolux brand a Direct Single popular,O O O O O O O O O O B-mo B-br O O O O O
is 1 Electrolux known EJ163PT brand Cool Star a Door Direct Refrigerator their Single for model popular,O O B-br O B-mo O O O O O O O O O O O O
is 1 Electrolux known EJ163PT brand Cool Star a Door Direct Refrigerator their Single for model,O O B-br O B-mo O O O O O O O O O O O
Haier 278 L Frost Free Double Door 3 Star Refrigerator  HEF-27TMS-E   or  Refrigerator by Haier,B-br O O O O O O O O O B-mo O O O B-br
Free or Refrigerator Haier 278 HEF-27TMS-E 3 Door Star Haier by Frost L Refrigerator Double,O O O B-br O B-mo O O O B-br O O O O O
HEF-27TMS-E Star or Door Free Frost 3 Refrigerator 278 L Refrigerator Double Haier by Haier,B-mo O O O O O O O O O O O B-br O B-br
Star or Door Free Frost 3 Refrigerator 278 L Refrigerator Double Haier by Haier,O O O O O O O O O O O B-br O B-br
Samsung 253 L Frost Free Double Door 2 Star Refrigerator RT28B3122CR is a model that is suitable to store food and drinks in a cool and fresh atmosphere,B-br O O O O O O O O O B-mo O O O O O O O O O O O O O O O O O
a food Double to Refrigerator 253 L store that cool Free is Door in 2 and atmosphere a Star RT28B3122CR is and fresh Frost Samsung suitable model drinks,O O O O O O O O O O O O O O O O O O O B-mo O O O O B-br O O O
